timestamp;evento;clase;car_in;car_out;moto_in;moto_out;car_inv;moto_inv;modelo;conf;orientacion;pos_linea;invertido;fuente
2025-09-28T14:24:42.830642;IN;motorcycle;0;0;1;0;5;5;yolo11n.pt;0.26;horizontal;0.63;False;C:\Users\nemes\Documents\Especializacion IA\Proyectos IA\proyecto final\Final\Ivan\contador-de-vehiculos-uao-main\uploads\20250928_142435_9.mp4
2025-09-28T14:25:05.819463;SUMMARY;-;0;0;1;0;5;5;yolo11n.pt;0.26;horizontal;0.63;False;C:\Users\nemes\Documents\Especializacion IA\Proyectos IA\proyecto final\Final\Ivan\contador-de-vehiculos-uao-main\uploads\20250928_142435_9.mp4
