timestamp;evento;clase;car_in;car_out;moto_in;moto_out;car_inv;moto_inv;modelo;conf;orientacion;pos_linea;invertido;fuente
2025-09-28T15:13:32.723287;IN;motorcycle;0;0;1;0;4;4;yolo11n.pt;0.30;horizontal;0.60;False;C:\Users\nemes\Documents\Especializacion IA\Proyectos IA\proyecto final\Final\Ivan\contador-de-vehiculos-uao-main\uploads\20250928_151324_9.mp4
2025-09-28T15:14:04.415016;SUMMARY;-;0;0;1;0;4;4;yolo11n.pt;0.30;horizontal;0.60;False;C:\Users\nemes\Documents\Especializacion IA\Proyectos IA\proyecto final\Final\Ivan\contador-de-vehiculos-uao-main\uploads\20250928_151324_9.mp4
